Timestamp,How many years have you been doing data visualization?,What is your educational background?,How did you learn to create data visualization?,Did you set out to work in data visualization or did you fall into it?,Is this your first job doing data visualization?,What is your official job title?,Is your total compensation in-line with Software Engineers and UX/UI/Designer roles at your level?,What focus is data visualization in your work?,For your current role or the majority of your projects: were you hired to do data visualization only or is data visualization a part of your job/project description?,What's your employment status,How is your organization using data visualization?,Is there a separate group that does data visualizations or are you embedded in another group? (data science UX UI web data engineering IT etc),What level of data visualizations are used at your organization?,Are data visualization specialists represented in the leadership of your organization?,Data visualization roles at your organization are found in what part of the organization?,Percent of your day focused on creating/implementing/productizing data visualizations?,Percent of your day focused on data engineering?,Percent of your day focused on data science?,Percent of your day focused on design?,Percent of your day focused on data prep work?,What technologies do you use to visualize data?,Are you able to choose your own tools or are the choices made for you?,How do you present your data visualizations?,Which of these charts have you used in production in the last 6 months:,Who do you make data visualizations for?,What knowledge level do they have of the data you are visualizing for them?,How often do they consume your data visualizations?,What do they use your data visualizations for?,How would you describe the relationship?,What is your biggest frustration with your job?,What is your biggest frustration with doing data visualization in your job?,If you could change one thing about your job what would it be?,If you could change one thing about your data visualization work what would it be?,What do you think other people in your organization just don’t get about the data visualization work that you do?,What one change would make your job better?,What community support / discussions / advice would you want to see from data visualization thought leaders?,Who do you look to as a thought leader in data visualization?,Do you want to spend more time or less time visualizing data in the future?,Gender,Age,Where do you live?,What’s your ethnicity?,The organization you work for is in which of the following?
3/3/2017 8:22:42,3,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Project Leader,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Communication,Embedded in another team,,No,Communication,10,0,1,30,5,Illustrator;Excel;Plotly;ggplot;Java;Cytoscape,We have a set list of tools we're expected to use for data visualization.,Scrollytelling;Documents;Presentations,Bar Chart;Infographics;Network Diagram;streamgraph,General Public,Intro,Monthly,Analysis;Communication,Collaborative,delays,not enough priority given to it externally,,better coding,"that it isn't simply ""beautifying"" data",,,,More,female,26 - 35,Europe,white,Private sector
3/3/2017 8:34:57,9,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Business Analyst,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Marketing;Exploration,Embedded in another team,Business Intelligence Tools,No,Business Intelligence,20,10,0,10,60,Excel;Tableau;Microstrategy;ggplot,I'm able to choose my own tools.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Scatter plot;box & whisker plot,Analysts;Product Managers;Project Managers;Executives,Moderate,Weekly,Analysis;Summarization;Learning,Consultative,,Sometimes business partners have trouble understanding more complex visualizations ,,,,,,,Same,female,26 - 35,USA or Canada,white,Private sector
3/3/2017 9:29:27,10,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Professor,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Exploration,Embedded in another team,ggplot2/Pandas Charts;Completely custom,No,Research,20,20,20,1,20,D3;Other Javascript;Pandas;Other Python;React,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations,Line Chart;Bar Chart;Treemap;Dendrogram;Network Diagram;Raster Map,General Public;Engineers;Scientists,Moderate,Weekly,Analysis;Summarization;Learning;Research,Collaborative,Time,Javascript,Money,,Time-consuming,,,,Same,male,36 - 45,USA or Canada,white,Academic
3/3/2017 10:39:24,5,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Business Intelligence Analyst ,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Communication,Embedded in another team,Business Intelligence Tools,No,Engineering,30,10,0,,20,Excel;Tableau,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics,Analysts;Engineers;Product Managers;Executives,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning,Collaborative,Communication ,,,,Making it look simple means that it is very complicated underneath ,,,,,female,26 - 35,Europe,white,Private sector
3/3/2017 11:13:49,5,Masters,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Contractor,,,,,,25,10,5,15,25,Illustrator;Excel;Other R;ArcGIS;QGIS;Other GIS,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Raster Map,General Public;Analysts;Project Managers;Executives,Intro;Moderate,Weekly,Analysis;Summarization;Learning;Research,Consultative,Time required to make data delivered to me usable ,,,,,,,,More,female,36 - 45,USA or Canada,,Mixed
3/3/2017 11:20:45,2,Masters,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Integration Consultant,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools,No,Research,0,50,0,0,50,Illustrator;Excel;Tableau;D3;Processing;Highcharts;ggplot;Other R;Pandas,We have a set list of tools we're expected to use for data visualization.,Dashboard;Scrollytelling;Static Web Page,Line Chart;Bar Chart;Choropleth Map,General Public;Analysts;Product Managers;Project Managers;Executives,Intro;Moderate,Daily,Summarization,Consultative,lack of process and resources,building repetitive dashboards all the time,cut down on the number of layers,not build dashboards or use Tableau,that it's really not exciting,automation,how to make data viz economically sustainable,,Much more,female,26 - 35,USA or Canada,asian,Private sector
3/3/2017 12:30:16,7,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,GIS Applications Developer,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Monitoring;Evaluation,Both,General charting libraries;Completely custom;GIS,Yes,Design;Planning;Learning and adaptation ,30,30,7,30,3,Excel;D3;Processing;Leaflet;Mapbox;Highcharts;Other Javascript;Angular;Other MVC;ArcGIS;QGIS,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Raster Map,General Public;Project Managers;Executives,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Subordinate,data in shambles- not structured and not central,Organizing- preparing- sorting and structuring the data,design- data capture- storage- management and manipulation,automate visualization by developing standard visualization dashboards,they write long reports that can just be summarized in pictures and maps,being listened to by my customers,,,Much more,male,26 - 35,Middle East & Africa,black,Public sector
3/3/2017 14:10:08,7,PhD,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Senior Fellow,Data Visualization Role has Lower compensation,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Separate data visualization team,ggplot2/Pandas Charts;General charting libraries;Completely custom;Excel;Modeling,No,Design;Research;IT,75,0,0,0,10,Illustrator;Excel;Tableau;Power BI;Highcharts,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Choropleth Map,General Public;Analysts;Scientists;policy,Intro;Moderate;Expert,Hourly,Analysis;Summarization;Learning;Research,Consultative,,,,,,,,,,,,,,Not-for-profit
3/3/2017 14:53:33,1,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Researcher,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Contractor,,,,,,25,25,25,10,15,Excel;Tableau,I'm able to choose my own tools.,Documents;Presentations,Line Chart;Bar Chart,General Public;Executives,Moderate,Monthly,Analysis;Summarization;Research,Consultative,Clients who don't know what they want,Teaching myself as I go- I don't have any structured guidance,I'd like more variety in the work I do,I'd like a mentor to bounce ideas off of,That the data is impartial and sometimes shows trends that make people uncomfortable.,,,,More,male,26 - 35,USA or Canada,white,Private sector
3/3/2017 16:10:25,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,IT Contractor - Big Data,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Contractor,,,,,,30,40,20,10,0,Other BI;Processing;ArcGIS;Pentaho;Zepellin,I'm able to choose my own tools.,Dashboard;distribiuted reports,Line Chart;Bar Chart;Pie Chart,Analysts;Engineers;Product Managers;Executives,Moderate;Expert,Monthly,Analysis;Research,Consultative,system complexity / data volume,plenty of vis tools at the bi layer but not at the big data level,simpler architecture,easier plug and play visualisation,the complxity,simpler vis tools and easier integration,communities for each tool- very repsonsive forums for problems ,,Less,male,46 - 55,Oceania,white,Private sector
3/3/2017 17:23:03,8,PhD,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Member of Technique Staff,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Marketing,Embedded in another team,Completely custom,No,Design;Engineering;Research,40,5,5,20,30,D3;Leaflet;WebGL;React,I'm able to choose my own tools.,Static Web Page,Line Chart;Pie Chart;Infographics;Network Diagram,Product Managers;Project Managers;Executives,Moderate,Daily,Analysis,Collaborative,,,,performance,Don't realize the value of visualization- thought visualization are just graphs- charts. Something nice to have- but not really useful.,,,,Same,female,,USA or Canada,asian,Private sector
3/3/2017 22:46:13,10,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Marketing,10,40,15,5,30,Excel;Tableau;ggplot;Other R;Gephi,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Network Diagram;Leaflet Map,Product Managers;Executives,Moderate,Daily,Analysis;Summarization;Learning,Consultative,,I prefer using  notebooks instead of power point,More freedom in accessing database,having a separate server for sharing the vis,the complexity and time spending in developing the vis,More Big Data tools- such as Spark and Hadoop,How to make a vis that tells 1000 words,,More,male,26 - 35,,,Public sector
3/4/2017 8:15:16,5,Masters,Equal Parts School and Self-Taught,Intended to work in data visualization,No,Biostatistics PhD candidate,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Student,,,,,,,,,,,Leaflet;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Dendrogram;Network Diagram;Flow Diagram;3D Chart,General Public;Scientists;Medical Professionals,Intro;Moderate,Weekly,Research,Collaborative,,,,,,,,,,female,26 - 35,,,Not-for-profit
3/4/2017 10:03:11,5,Masters,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Business Analyst,Data Visualization Role has Lower compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools,No,,10,5,0,2,20,Excel;Tableau,We have a set list of tools we're expected to use for data visualization.,Dashboard;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap,Analysts;Engineers;Product Managers;Sales team,Expert,Weekly,Analysis;Summarization;Learning,Collaborative,,,,,,,,,Much more,male,36 - 45,Europe,white,Private sector
3/4/2017 12:50:06,3,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Lead Evaluator,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Communication,Both,,No,Evaluation,2,0,2,2,5,Excel,We have a set list of tools we're expected to use for data visualization.,Documents;Presentations,Line Chart;Bar Chart;Pie Chart,Scientists;Medical Professionals;Project Managers;Executives,Moderate,Quarterly,Analysis;Summarization;Learning,Collaborative,,,,,,,,,More,female,36 - 45,USA or Canada,white,Public sector
3/4/2017 13:12:46,6,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Product Manager Customer Reporting,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Communication,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Design,15,15,5,10,5,Excel;Tableau;ggplot,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Static Web Page;Presentations,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map,Executives,Intro,Daily,Analysis;Summarization,Consultative,,,,,,,,,Much more,male,46 - 55,USA or Canada,white,Private sector
3/4/2017 14:24:50,5,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Insights Manager,Data Visualization Role has higher compensation,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration,Embedded in another team,Business Intelligence Tools;General charting libraries;Completely custom,No,Marketing;IT,10,20,10,10,10,Excel;Tableau;D3;Mapbox;Other Javascript;ggplot;Other Python,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Choropleth Map;Raster Map;Flow Diagram,General Public;Analysts;Engineers;Product Managers;Project Managers;Executives,Intro;Moderate;Expert,Daily,Entertainment;Analysis;Summarization;Learning;Research,Collaborative,Lack of resources and talent to hore in my country ,Balance between time for research vs output,More time for research ,,It takes time,More staff,,,More,male,36 - 45,Oceania,white,Private sector
3/4/2017 14:30:22,2,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Analyst,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Contractor,,,,,,10,5,50,0,35,Excel;Tableau;D3;Pandas;Other Python;React;Angular,We have a set list of tools we're expected to use for data visualization.,Dashboard,Line Chart;Bar Chart;Infographics,Analysts;Project Managers;Executives,Moderate,Monthly,Analysis;Summarization;Learning,Collaborative,,,,,,,,,,,,,,
3/4/2017 14:32:26,6,Masters,Mostly from School,Ended up doing data visualization as a requirement of the job,No,GIS analyst,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,Don't Know,Research,15,20,20,5,40,Illustrator;Excel;Plotly;Leaflet;ggplot;Other R;Other Python;ArcGIS;QGIS;Other GIS,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Dendrogram;Network Diagram;Choropleth Map;Raster Map;Flow Diagram;3D Chart,General Public;Analysts;Scientists;Project Managers,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning;Research,Consultative,,,,,,,,,Much more,male,26 - 35,USA or Canada,white,Public sector
3/4/2017 14:48:14,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Policy Performance and Research Manager ,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools,No,Research,10,5,0.5,3,15,Excel;Tableau;Other R;ArcGIS,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,Analysts;Project Managers;Executives,Intro,Weekly,Analysis,Collaborative,,,,,,,,,Much more,male,36 - 45,Europe,white,Public sector
3/4/2017 14:52:55,10,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Senior Specialist,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Exploration,Separate data visualization team,Business Intelligence Tools,Don't Know,IT,,10,5,15,60,Excel;Tableau;Qlik,We have a set list of tools we're expected to use for data visualization.,Dashboard,Bar Chart;Treemap;Choropleth Map;Bubble;scatter;2x2,Analysts;Scientists;Executives,Moderate,Weekly,Analysis;Summarization;Research,Collaborative,Lack of technical support,Data cleaning & ETL,Make it easier to get answers to technical problems,More coding and customization- less reliance on menu driven tools like Tableau & Qlik,They think in terms of Excel,,More tutorials and how-to,,Much more,male,56+,USA or Canada,white,Private sector
3/4/2017 14:55:08,5,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,BI Developer,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools,Yes,IT,,,,,,Excel;Tableau,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Flow Diagram,Analysts;Product Managers;Project Managers;Executives,Expert,Daily,Analysis;Summarization,Collaborative,,,,,,,,,Less,,,,,Private sector
3/4/2017 15:48:48,7,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Data Visualization & Analytics Program Manager,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools,No,Engineering;Marketing;Research;IT;Support,80,5,2,12,1,Excel;Tableau,I'm able to choose my own tools.,Dashboard;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Treemap,Executives,Expert,Hourly,Analysis;Summarization;Learning;Research,Consultative,,Data constraints ,Data democracy ,,The complexity ,Data democracy ,,,More,,,,,
3/4/2017 15:49:36,1,Bachelors,Mostly Self-Taught,Intended to work in data visualization,Not a data visualization professional yet,Student Worker,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Intern,Analysis;Exploration,Embedded in another team,Business Intelligence Tools,No,Research;IT,20,60,10,0,10,Excel;ArcGIS;Other GIS;SAS Visual Analytics,We have a set list of tools we're expected to use for data visualization.,Dashboard;Presentations,Line Chart;Bar Chart;Infographics,Analysts,Expert,Weekly,Learning;Research,Consultative,Fixed set of tools- not the best tools for the job,Fixed set of tools- not the best tools for the job,More data visualization,MORE OF IT- larger selection of tools,They don't see the business value of it,Larger selection of tools. My employer limits my selection.,More advocacy of open source,,Much more,male,25 or younger,USA or Canada,white,Public sector
3/4/2017 16:01:27,7,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Urban planner,Data Visualization Role has Lower compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Communication;Mapping,Embedded in another team,GIS,No,Engineering,50,20,0,20,10,Illustrator;Excel;Tableau;Mapbox;ArcGIS,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Raster Map;3D Chart,General Public;Engineers,Moderate,Weekly,Analysis;Learning;Research,Consultative,Creative freedom,Want to do it my way vs my bosses way,Get more $,Have more tools,,,,,,male,26 - 35,USA or Canada,white,Private sector
3/4/2017 16:31:24,2,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Data Scientist,Data Visualization Role has same compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Marketing;Research,10,0,70,0,20,Excel;Tableau;D3;ggplot;Other R,I'm able to choose my own tools.,Embedded in a tool;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Infographics,General Public;Analysts,Intro;Moderate,Daily,Analysis;Summarization;Research,Consultative,Tight deadlines inhibit taking time to learn new tools that could be better in the long-run.,Because non-technical consumers are main end-users of our vizzes- we often have to whittle a complex story down into a simple one that can be understood as a visualization with no more than 2-3 dimensions. The removal of nuance is frustrating becomes it limits visualization innovation.,,I would build in time to experiment with new visualization technologies and new ideas in the field rather than using the same standard suite of vizzes and technologies.,The output of our work is quite brief and simple by intention- but the effort it takes to cut down details and spurious facets of the data can be missed by people not directly involved in data work.,,,,More,female,25 or younger,USA or Canada,white,Private sector
3/4/2017 16:53:23,10,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Associate Art Director infographics,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,General charting libraries;Completely custom,No,Design;Research,75,5,5,10,0,Illustrator;Excel;D3;Highcharts;Other Javascript;Angular,I'm able to choose my own tools.,Scrollytelling;Static Web Page,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Choropleth Map,General Public,Intro;Moderate;Expert,Monthly,Entertainment;Analysis;Learning,Consultative,Turnaround time,,,More D3,It's not magic- I'm not a wizard. Just did the same things enough times until I got good at them,,,,Much more,male,36 - 45,USA or Canada,white,Public sector
3/4/2017 16:54:02,4,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Not a data visualization professional yet,Data Scientist,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Exploration,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,No,Research,5,5,45,0,45,Excel;Other BI;D3;ggplot;Pandas,We have a set list of tools we're expected to use for data visualization.,Embedded in a tool;Dashboard;Email,Line Chart;Bar Chart,General Public;Analysts;Medical Professionals;Product Managers;Executives,Moderate,Daily,Analysis;Summarization;Learning,Consultative,,,,,,,,,,male,26 - 35,USA or Canada,white,Private sector
3/4/2017 17:16:15,5,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,Editor,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Editorial,Both,Completely custom,Yes,Design;Engineering,30,0,10,20,10,D3;Mapbox;Other Javascript;QGIS,I'm able to choose my own tools.,Scrollytelling;Static Web Page,Line Chart;Bar Chart;Choropleth Map;Raster Map,General Public,Intro,Weekly,Entertainment,Subordinate,,,,,,,,,More,male,26 - 35,USA or Canada,,Private sector
3/4/2017 19:54:50,9,PhD,Equal Parts School and Self-Taught,Ended up doing data visualization as a requirement of the job,No,Research Scientist,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication,Embedded in another team,Business Intelligence Tools;ggplot2/Pandas Charts,No,Marketing,25,0,40,10,25,Illustrator;ggplot;Other R,I'm able to choose my own tools.,Dashboard;Static Web Page;Documents;Presentations,Line Chart;Bar Chart;Infographics;Flow Diagram,Analysts;Scientists;Product Managers;Project Managers;Executives,Intro;Moderate;Expert,Weekly,Analysis;Summarization;Learning,Consultative,Access to technology and data. ,Time to do visualization ,Access to data and appropriate technology. ,Training in JavaScript ,How much time it takes to create a dashboard in R. ,Openness to new methods. ,Best practices. ,,More,female,26 - 35,USA or Canada,white,Private sector
3/4/2017 21:40:41,10,Bachelors,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,No,VP of Data Analytics & Visualization,Data Visualization Role has higher compensation,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Analysis;Summary/Overview;Communication;Marketing;Exploration;Sales,Separate data visualization team,Business Intelligence Tools;Completely custom,Yes,Marketing;Analytics ,40,30,15,10,5,Excel;Tableau;Power BI;D3;Leaflet;Mapbox;ArcGIS;QGIS;Visual force,I'm able to choose my own tools.,Embedded in a tool;Dashboard;Scrollytelling;Presentations;Email;Salesforce community portal,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Choropleth Map;Donut;sunburst,Analysts;Executives;Agencies;clients,Intro;Moderate;Expert,Hourly,Analysis;Learning;Research,Consultative,Different data viz reqs,Every software solution has its problems.  There's no one stop shop,More time for R&D,Automate,Level of effort- complexities,Better software ,Future of open source- predictive,,Same,male,36 - 45,USA or Canada,white,Public sector
3/4/2017 22:24:49,3,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Technical Manager,Don't Know/Prefer Not to Say,Data visualization is an important secondary part of my job but not the focus,Data visualization is only part of my job,Full-time,Summary/Overview;Communication,Embedded in another team,,No,Research,20,0,0,10,10,Excel;Tableau;ggplot;Other R;QGIS,I'm able to choose my own tools.,Documents;Presentations;Email,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram,General Public;Project Managers,Intro,Monthly,Analysis;Summarization;Learning;Research,Consultative,,,,,,,,,Much more,female,26 - 35,,,Private sector
3/4/2017 22:40:49,2,Masters,Mostly Self-Taught,Ended up doing data visualization as a requirement of the job,Yes,Python Software Developer,Don't Know/Prefer Not to Say,Data visualization is one of several other things I do in my job but not a primary or secondary part of my role,Data visualization is only part of my job,Full-time,Analysis;Machine Learning;Summary/Overview;Exploration,Embedded in another team,ggplot2/Pandas Charts;General charting libraries;Completely custom,No,Design;Engineering;Research,20,40,70,1,50,Excel;D3;Other Javascript;Pandas;Other Python,I'm able to choose my own tools.,Dashboard;Scrollytelling;Documents;Presentations,,Analysts;Engineers;Scientists,Moderate,Weekly,Analysis;Research,Collaborative,Visualizing the results.,Abstraction - presenting the bigger picture in a simple way. Representing the meaning of all the hard work I've done into a singe and simple image that helps others understand in a look.,Ideally the purpose :) To be able to work for a greater good purpose. Other than that- not much. Maybe some tools.,The tools. I much prefer JavaScript charting.,"That it is not easy. That much work and thought and effort was put into one ""simple"" chart.",,More help in how to think about abstracting the results of your very much detailed work.,,More,female,26 - 35,Europe,white,Private sector
3/5/2017 0:37:24,2,Masters,Mostly Self-Taught,Intended to work in data visualization,Yes,Junior Scientist ,Data Visualization Role has same compensation,Data visualization is the focus of my job,Hired to do data visualization,Full-time,Analysis;Summary/Overview;Exploration,Separate data visualization team,Completely custom,No,Research;IT,50,10,0,20,20,D3;WebGL;Other Javascript;Java;Three.js,I'm able to choose my own tools.,Embedded in a tool;Presentations,Line Chart;Bar Chart;Pie Chart;Treemap;Dendrogram;Network Diagram;3D Chart;VR/AR Charting,Scientists,Moderate,Monthly,Analysis;Summarization;Research,Consultative,,It's hard to find the data in my area of research.,,More VR- less 2D,,Good grant,,,More,male,25 or younger,Europe,white,
3/5/2017 1:37:26,1,Technical School,Mostly Self-Taught,Intended to work in data visualization,Yes,Information Analyst,Don't Know/Prefer Not to Say,Data visualization is the focus of my job,Data visualization is only part of my job,Full-time,Exploration,Both,Business Intelligence Tools,No,Engineering;IT,20,20,20,20,20,Tableau,We have a set list of tools we're expected to use for data visualization.,Dashboard,Line Chart;Bar Chart;Pie Chart;Infographics,Engineers;Project Managers;Executives,Expert,Monthly,Analysis;Summarization,Consultative,current learn,time,,integrated toolsets,,integration into the whole company,understand the data before visualisation,,More,male,36 - 45,Oceania,white,Private sector
